favorite_count,full_text,hashtags,retweet_count,year,party_id
77,b'ACTION: Make your voice heard on #TrumpCare! Email your health care story &amp; Qs to \xe2\x9e\x94 gchcomments@finance.senate.gov for the hearing today! https://t.co/7Ylx4Bkrsr',TrumpCare,85,2017,D
8,b'@midnightride21 #sassywithmassie https://t.co/V1bZXFfHU4',sassywithmassie,3,2019,R
2,"b'\xe2\x80\x9cThe European Commission\xe2\x80\x99s decision is great news for Massachusetts,\xe2\x80\x9d @sethmoulton \xe2\x86\x92 https://t.co/GvsZS0HFJM #mapoli'",mapoli,0,2016,D
2,"b'#ICYMI: Read why I\'m ""real excited"" to implement women in combat policies - http://t.co/v1CrmeEAf3 .@BloombergNews'",ICYMI,3,2013,D
10,b'Millions of women live with endometriosis. I founded the bipartisan House Endo Caucus to give them a voice and fight for more funding. https://t.co/yrofl66MOA #IA01 https://t.co/Gu0Kcqp6S0',IA01,2,,D
113,"b'During his announcement this morning, the President said of the #NationalEmergency declaration: ""I didn\xe2\x80\x99t need to do this."" On this, I agree with the President. His actions represent a clear violation of Constitutional principles. #FAKENationalEmergency https://t.co/eblFAyk3sl https://t.co/pR867VRTeI'",NationalEmergency FAKENationalEmergency,41,2019,D
0,"b""TUNE IN to @seanhannity at 5PM ET. I'm talking w/ Sean about #Syria &amp; #WarPowers. http://t.co/4lfEaWwPZ8""",Syria WarPowers,0,2013,R
11,b'Educational stability for #FosterYouth helps youth as they grow up to succeed as adults. https://t.co/f4UDmW9JjH https://t.co/tN2jeAbsmT',FosterYouth,3,2015,D
25,"b""Republicans working with Russians and Ukrainians to create false narratives to influence the 2020 elections. Unbelievable! I hope for the sake of the nation this isn't true. #DevinNunesGotCaught\nhttps://t.co/tvO4HViVcK""",DevinNunesGotCaught,11,2019,D
132,"b""#VapingTargetsKids. It's time we get e-cigs off the market until we find out if they're actually safe or not. Today, Walmart is stepping up and ending e-cig sales - as I urged them to do in Feb. I hope they soon remove another dangerous product from their shelves: cigarettes. https://t.co/52nLvHrzje""",VapingTargetsKids,36,2019,D
126,"b'Russia and Iran, and to a wider extent North Korea, have aligned themselves with Bashar al-Assad and Syria. #SyriaStrikes #tcot /more'",SyriaStrikes tcot,40,2018,R
304,b'Attorney General Sessions\xe2\x80\x99 decision to rescind the Cole Memorandum completely disregards the steps Colorado has taken to regulate legal #marijuana dispensaries and retail stores.  \n\nRead my letter to the Attorney General: https://t.co/qx0DvobMUi',marijuana,102,2018,D
21,b'The #Rohingya need to know they are safe in #Myanmar before they return. The Government of #Myanmar has endorsed the Kofi Annan Commission recommendations. Now they need to implement them. \nhttps://t.co/I2AbohWRWO',Rohingya Myanmar Myanmar,9,2018,D
17,b'Thanks to @WyoGuard\xe2\x80\x99s Maj. Gabe Herrera of Cheyenne for showing me around the base today. #UAE https://t.co/YJbii7odXB',UAE,2,2016,R
0,"b""#KeystoneXL will generate 42,100 #construction and #manufacturing jobs. Retweet if #wecantwait #4jobs. It's #timetobuild!""",KeystoneXL construction manufacturing wecantwait 4jobs timetobuild,2,2013,R
24,"b'Republicans have made it harder for far too many people to exercise their constitutional right to vote. Today, the House passed #HR4 to #RestoreTheVote and ensure every American can cast a ballot to make their voice heard.\n\nDemocracy is stronger when we can all participate. https://t.co/3rTVvq7XBG'",HR4 RestoreTheVote,12,2019,D
11,"b""This year we've lost at least 23 transgender Americans to anti-trans hate, violence and bigotry. Our trans community deserves equality and respect. Today we honor the lives we\xe2\x80\x99ve lost and commit to loving our neighbors without exception. #TDOR https://t.co/gGNS249L2w""",TDOR,1,2019,D
1,"b'For #NationalCyberSecurityMonth let\xe2\x80\x99s commit to keeping the internet a safe, accessible place for all Helpful tips:  https://t.co/iwGuJDqV2j https://t.co/cNyXaHwTJx'",NationalCyberSecurityMonth,4,2017,D
2,b'W/Gordie Miller and his team @ #HersheyWalktoDefeat #ALS. Thanks to @ALSphiladelphia for the photo! http://t.co/XO9rfH0NAM',HersheyWalktoDefeat ALS,1,2013,R
8,"b""Today's Rose Garden address by @POTUS highlighted the need we have for a #bordersecurity solution that also closes the legal loopholes of our broken #immigration system. My full statement \xe2\x86\x93 https://t.co/jFMQ42oflF""",bordersecurity immigration,1,2019,R
131,b'Taken from my article at https://t.co/xKuHSbd9XX #tcot #ccot #bcot #AACONS #MondayMotivation #MondayThoughts https://t.co/g7xu0QbLz7',tcot ccot bcot AACONS MondayMotivation MondayThoughts,31,2019,R
5,"b""Great story from @DenverPost on @MarkUdall's fight for #oversight &amp; #transparency re:gov #surveillance: http://t.co/uwwmcm1dbq -STAFF""",oversight transparency surveillance,17,2013,D
1,b'.@CMinneci hopefully @SenateDems will focus on what is best for students and not Washington politics. #DontDoubleMyRate',DontDoubleMyRate,1,2013,R
0,"b'Why I voted Yes on H.R. 2804, the All Economic Regulations Are Transparent (ALERT) Act. http://t.co/5wNcqaMejX #NY22'",NY22,0,2014,R
127,b'That\xe2\x80\x99s why @SenatorDurbin and I are urging @EPA Region 5 to use the full force of the #CleanAirAct and require four facilities on Chicago\xe2\x80\x99s SE side to install federally-approved air monitors. https://t.co/gGq4PYxKLh',CleanAirAct,37,2020,D
15,"b'.@Joe_Burrow10 has had an undefeated season and incredible college football career. But, this is just the beginning for this year\xe2\x80\x99s Heisman Trophy winner. #GeauxJoe\nhttps://t.co/sGpiipJcaB'",GeauxJoe,5,2019,R
28,"b'This morning, I met with a group of @TheRAC students from the Omaha area. I always enjoy speaking with young Nebraskans who are involved in their communities and engaged in the issues. #FutureLeaders https://t.co/kcAW5yK5Ts'",FutureLeaders,9,2019,R
2,b'.@WarnockBob thanks for your question! #AskBuddy https://t.co/s0m8BFLezh',AskBuddy,3,2018,R
36,"b""I support #NetNeutrality because broadband providers shouldn't favor certain Internet traffic to the detriment of other lawful services""",NetNeutrality,22,2017,D
7,b'Had a great time at the Naples parade today! #HappyFourth https://t.co/DnQj7HlKf0',HappyFourth,2,2016,R
1,b'I sent a letter @DarellIssa expressing my concerns w/ refusal of fmr. Auto Task Force  to meet with SIGTARP IG http://t.co/u8qCYTf4 #Delphi',Delphi,2,2012,R
4,"b'Had the opportunity to speak with #CA34 students from the @WestAdamsPrepHS Leadership Class in #PicoUnion.\n\nThey understand when we work together &amp; combine our voices, we can give voice to those who have been silenced.\n\nThese students leave NO DOUBT our future is in great hands! https://t.co/Lwba1brOES'",CA34 PicoUnion,1,2018,D
3,"b'@EnergyCommerce 40 years ago the EPA began talking about banning asbestos, but it\xe2\x80\x99s still being sold today. Asbestos kills 40,000 Americans every year. I voted for the #BanAsbestosNow Act in @EnergyCommerce. Asbestos exposure is a public health crisis. We can\xe2\x80\x99t wait any longer to act! https://t.co/7I4kA1UEBI'",BanAsbestosNow,3,2019,D
0,b'Here is the floor speech i gave on #HC today.  We must stop this govt takeover from becoming law!  http://bit.ly/aUBqT3',HC,2,2010,R
2,"b'Today I traveled to Washington to vote for a vital third phase of coronavirus legislation. While the bill was far from perfect, the Coronavirus Aid, Relief, and Economic Security, or CARES, Act, will provide help for families and small businesses throughout #GA12. https://t.co/Xm4cBg5Qa8'",GA12,4,2020,R
17,"b'Last month, I announced the first round of #VA07 Heroes to recognize some of the volunteers, businesses, nonprofits, and organizations that have stepped up to help our neighbors during the COVID-19 pandemic. \n\nLearn more about their stories on @Medium: \n\nhttps://t.co/s9n5GLs0WK'",VA07,3,2020,D
3,b'My deepest condolences and prayers go out to the victims of the disturbing attack in #Manchester.',Manchester,0,2017,R
137,b'I\xe2\x80\x99ve been working to reinstate the #netneutrality rules gutted by #AjitPai\xe2\x80\x99s repeal vote. I was one of the 1st of more than 30 Democrats to support a CRA resolution that @SenMarkey plans to introduce to restore #netneutrality.',netneutrality AjitPai netneutrality,52,2018,D
2515,"b'Dear @RepThomasMassie: If you intend to delay passage of the #coronavirus relief bill tomorrow morning, please advise your 428 colleagues RIGHT NOW so we can book flights and expend ~$200,000 in taxpayer money to counter your principled but terribly misguided stunt. #thankyou'",coronavirus thankyou,822,2020,D
84,"b'Once again, every Senate Democrat, led by @SenSchumer, has blocked hundreds of billions of dollars in #COVID19 relief to American families &amp; small businesses.\n\nRepublicans are leading by legislating to defeat the #coronavirus while @SenateDems are playing games. #GetSerious'",COVID19 coronavirus GetSerious,52,,R
5,"b""Senator Collins\xe2\x80\x99 statement on the Coast Guard's search for crew of El Faro http://t.co/kxeavCf9rB  #mepolitics""",mepolitics,4,2015,R
3,b'Check out my reaction to the State of the Union last night on KSDK. #SOTU\nhttp://t.co/8513UoDYGC',SOTU,2,2014,R
0,"b""RT @MTLakesChamber: \xf0\x9f\x92\xa1We could lose representation and funding! If you have't already, please take your census! #JacksonUP""",JacksonUP,3,2020,R
10,"b'#TBT to breaking ground on the #ROC train station, a project I was proud to secure. Counting down until we cut that ribbon! https://t.co/6Be0tO9MXl'",TBT ROC,4,2017,D
9,"b'Missouri has quite a history of famous literary figures. They include T.S. Eliot, Maya Angelou, Mark Twain, Tennessee Williams, and Sara Teasdale. #NationalTriviaDay'",NationalTriviaDay,6,2018,R
8,"b'Dishing up my ""Not Too Spicy Chicken"" at the #MODGourmetGala https://t.co/xYrTFpL6iV'",MODGourmetGala,1,2016,D
1,b'The special relationship between the US &amp; UK is deeply rooted in our people\xe2\x80\x99s shared commitment to democracy &amp; freedom. #SpecialRelationship',SpecialRelationship,2,2013,R
3,"b'Several counties in #AL03 are competing in Alabama\xe2\x80\x99s Census Bowl for up to $65,000 for local schools! RT this and encourage your neighbors to complete their census at https://t.co/ujbJnwETfv! #AlabamaCounts https://t.co/sjGLfjlZmu'",AL03 AlabamaCounts,4,,R
10,b'The thoughts and prayers of Hoosiers are with Texas as the state recovers from #Harvey. For ways to help visit https://t.co/0o916x7UMt',Harvey,3,2017,R
11,"b""Last night, @realDonaldTrump delivered a powerful, pro-American #SOTU address highlighting America's great comeback. Earlier, I joined Houston's Morning News on @ktrhnews to discuss more of my thoughts on the #SOTU2020 \xe2\x80\x93 have a listen! #TX36 https://t.co/bMJ8XchzbV""",SOTU SOTU2020 TX36,1,2020,R
56,"b'We have heard from many of you with questions regarding the #ACA, so I will be ""live"" on FB tonight at 4:30 pm PST answering your questions! https://t.co/lPYssvlSoQ'",ACA,22,2017,D
10,b'#tbt Walter Schirra looking fly in his 1960\xe2\x80\x99s #MercurySpacesuit. #OldSchoolCool http://t.co/mpzJYA51Bs',tbt MercurySpacesuit OldSchoolCool,15,2015,D
4,"b'States, cities &amp; towns are fighting for their residents but face considerable fiscal challenges. A true national recovery is only possible if we have their backs. @senatemajldr - real lives are at stake. #CARESAct 2 needs to take them into account.\nhttps://t.co/4StfTc0tuK'",CARESAct,4,2020,D
0,"b""If you aren't following me on facebook, be sure to like my page.  (Cover photo is from Reelfoot Lake). http://t.co/EMsxdhdiB1 #TN08""",TN08,1,2013,R
12,b'#BlackHistoryMonth https://t.co/wuCwCmFyTM',BlackHistoryMonth,4,2020,R
10,b'.@RepWalterJones and my bill to name the US Courthouse in #Greenville in honor of the late Judge Randy Doub has been signed into law! https://t.co/TN56ELu23k',Greenville,3,2016,D
2,b'Join me this Wednesday 12/4 at 6:30 PM for a live #telephonetownhall event for the chance to discuss the issues &amp; priorities of eastern CT residents. Sign up for the call or live-stream the event here: https://t.co/njj6WQqLU1 https://t.co/KLQwR1JTsU',telephonetownhall,3,2019,D
36,"b'""I realized that what we were doing was not for ourselves"" -Elizabeth Eckford. 60 yrs. later, I salute the heroes known as the #LittleRock9. https://t.co/WDs1Q5hhNp'",LittleRock9,13,2017,D
9,"b'S/o to these #Milwaukee teens for letting everyone know that clean water is a human right, not a privilege determined by zip code or resources. \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbekeep on, keeping on\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe @TRUESKOOL414 #MilwaukeeWaterCommons https://t.co/ti5WpbNHGe'",Milwaukee MilwaukeeWaterCommons,7,2018,D
1,b'I support efforts to uphold the powers of Congress in the #Constitution https://t.co/rcXoqyvBHg https://t.co/hKt5qyNP6n',Constitution,3,2016,R
155,"b'Another progressive socialist tyrant running for the Democrat nomination has released a gun confiscation, disarmament, policy. These chuckleheads certainly feel emboldened. #2020election #TuesdayThoughts #TuesdayMotivation #NRA #2A #tcot https://t.co/xFL9uL78Iw https://t.co/WNU7w8npuM'",2020election TuesdayThoughts TuesdayMotivation NRA 2A tcot,58,2019,R
63,b'Giving a special #TeacherAppreciationWeek shout out to my wife \xe2\x80\x93 Erica is a biology professor at @MVCC_UticaRome. Thank you for all the great work you do for your students and our community! https://t.co/rqXSlXErwV',TeacherAppreciationWeek,5,2020,D
99,"b'A visionary educator known as the \xe2\x80\x9cFirst Lady of the Struggle,\xe2\x80\x9d Mary McLeod Bethune helped set the standard for #HigherEd in the African-American community by founding Bethune-Cookman College (now University) &amp; was the first Black woman to run a federal agency. #BlackHistoryMonth https://t.co/mOcjNgT73v'",HigherEd BlackHistoryMonth,33,2019,D
3,b'TUNE IN: #SFRC hearing today at 10:45 a.m. ET on political and economic developments in Latin America. Livestream: https://t.co/QlrJ2RexYo.',SFRC,2,2016,R
1,b'My office is now accepting submissions from #FL06 high school students for the 2016 Congressional Art Competition! https://t.co/Q5odntmcKH',FL06,1,2016,R
1,b'Tks for having me! MT @DelKids: @JohnCarneyDE Tks for coming out and speaking @ DE Devoted Dads Summit! We appreciate your support! #netde',netde,2,2013,D
5,"b'ICYMI: U.S. #cancer death rates are dropping faster than ever and this is great news for all Americans. As your Congressman, I will always support funding for institutions and research that will find new and innovative cures for this terrible disease. \n\nhttps://t.co/2LQlXSBm3j'",cancer,1,2020,D
65,b'I\xe2\x80\x99ve been showing my @UArkansas pride in the Senate with this @ArkRazorbacks face covering. Wearing a mask or covering protects yourself and especially others.\n\nI once again encourage Arkansans to take this and other simple precautions to stop the spread of COVID-19. #WeARcovered https://t.co/exgJFW1mm2',WeARcovered,15,2020,R
20,b'To all the @PPact and #choice advocates who came to my office yesterday to show their support\xe2\x80\x94thank you! #StandWithPP @PPHP @PPFA https://t.co/OxGAYWn1oB',choice StandWithPP,7,2017,D
15116,"b'Today, the remains of U.S. service members were repatriated to the U.S. from the #DPRK. We owe a profound debt of gratitude to these fallen heroes and their families. Their sacrifices have not been forgotten. Chairman Kim is fulfilling part of his commitment to @POTUS. https://t.co/mF9bcqiIZm'",DPRK,4936,2018,R
1,"b""Great tour of @FlexTechHS. There's no one-size-fits-all approach to giving students the best education today. #MI08 http://t.co/30V6O8dfIQ""",MI08,1,2015,R
0,b'Low income seniors to be affected disproportionately by #MedicareAdvantage cuts http://t.co/3au1teiAJt',MedicareAdvantage,2,2014,R
1,b'Congratulations to the American @FedCup team on their victory over the Netherlands this weekend in downtown Asheville! Credit to all the #WNC fans in attendance that gave the Americans a big home court advantage. #AVL #NC10 https://t.co/szHz01y4wv',WNC AVL NC10,2,2018,R
0,"b'Today, the House votes on the bipartisan #JOBSAct to help #smallbiz #startups grow & create #jobs http://t.co/R7YHRiOY #4jobs'",JOBSAct smallbiz startups jobs 4jobs,1,2012,R
21,b'Starting off my day in #Bellingham at the Opportunity Council to discuss the potential impacts Trump\xe2\x80\x99s budget could have on social services.',Bellingham,7,2018,D
5,"b'""If we can focus on the big P of policy instead of the big P of politics...we can...get something done,"" on #bordercrisis @HoustonChron'",bordercrisis,3,2014,D
2,"b""Following Senate vote on #WOTUS, I'm optimistic House will soon consider legislation &amp; send it to President\xe2\x80\x99s desk. https://t.co/JG5a7f8ejS""",WOTUS,3,2015,R
2,b'Impacts of the shutdown on aviation workforce: #AviationAtRisk\n\xe2\x9e\xa1\xef\xb8\x8fMental &amp; physical stress over next paycheck\n\xe2\x9e\xa1\xef\xb8\x8fAerospace companies feared they would need to suspend production\n\xe2\x9e\xa1\xef\xb8\x8fDipping into children\xe2\x80\x99s college savings to get by',AviationAtRisk,1,2019,D
6,"b'Congratulations to Dr. Adam Schulte, a Family and Sports Medicine physician, for opening the first primary care medical clinic inside Resolution CrossFit in Yorba Linda, CA. Thank you for inviting #TeamCisneros to be part of the ribbon cutting celebration! https://t.co/0vMWm001ew'",TeamCisneros,0,2019,D
85,"b'\xe2\x80\x98A\xe2\x80\x98ohe hana nui ke alu \xe2\x80\x98ia, No task is too big when done together by all. #HawaiianLanguageMonth https://t.co/9gLtICAGpF'",HawaiianLanguageMonth,23,2017,D
309,"b""#AAPIEqualPay Day is today, March 5. Think about that: It's taken more than two months for AAPI women to make as much as what white men made in 2018. This isn't just an injustice, it's a massive economic damper. Let's pass the #PaycheckFairness Act.""",AAPIEqualPay PaycheckFairness,88,2019,D
7,b'Honored to be in #Blaine today to speak at the Peace Arch Park Festival and meet with local officials! #WA01 https://t.co/rRZ5tZz45d',Blaine WA01,4,2016,D
7,"b'""Full-time employees will be issued a one-time $1,200 bonus. Part-time employees will be issued a $500 bonus. This includes all certified medical &amp; maternity leave &amp; military leave Team Members as well."" #TaxReformWorks https://t.co/uDWf59tCXP'",TaxReformWorks,5,2018,R
4,"b'.@fcagroup has long been an integral part of our auto community here in #MI11. Such an honor to talk with their incredible workers today during our town hall! Our auto sector will rise to the challenge of this recession &amp; come out stronger than ever, as they have done before \xf0\x9f\x92\xaa\xf0\x9f\x9a\x97 https://t.co/EKuF8OmAmd'",MI11,2,2020,D
4,b'For the courage&amp;vision of our forebears; 4 the blessing of #liberty; 4 the unity of spirit; we kneel in #thanksgiving http://t.co/oqQvquhk2p',liberty thanksgiving,2,2014,R
26,b'ICYMI: Granite Staters covered by Obamacare fear repeal effort by .@realDonaldTrump &amp; GOP leadership: https://t.co/g3EkA78TVX #nhpolitics',nhpolitics,10,2017,D
3,"b'We must reauthorize #VAWA \nYesterday, I joined @ToniVP Pres of @NationalNOW &amp; my colleagues from both sides of the aisle at the announcement of H.R. 1585, the reauthorization of #VAWA which will safeguard life-saving protections for women throughout NY &amp; across the country https://t.co/AKvuXP1nG9'",VAWA VAWA,1,2019,D
5,b'.@AAAJ_AAJC Senate #CIR bill was true compromise. All of us must amp up pressure on House GOP to take up Sen. bill #AskCAPAC',CIR AskCAPAC,7,2013,D
7,b'We still need to fulfill our promise to replace #Obamacare with a system that works for all Americans. Good Wisdom: https://t.co/zSISO2Widz',Obamacare,2,2017,R
11,"b"".@POTUS &amp; the GOP continue to sabotage the #ACA, making healthcare less accessible &amp; affordable for families. In #FL, premiums could increase next year by more than $1,000! Americans deserve #ABetterDeal, b/c lifesaving care shouldn't cost an arm &amp; a leg. https://t.co/XX4KKGXzVb""",ACA FL ABetterDeal,7,2018,D
7,"b""From immigration reform to infrastructure &amp; beyond, there are important issues on the agenda in the coming weeks. I'm eager to share updates with #GA10 as we continue to discuss the challenges confronting America. Join me on Thursday for a discussion\xe2\x86\x92 https://t.co/Y6PENTtxBp https://t.co/mpaYRfywe8""",GA10,2,2018,R
2,"b'Thoughts &amp; prayers to the family of Mayor Fisk, and entire community of #Juneau, reeling from the terrible news of his passing last night.'",Juneau,1,2015,R
5,b'This new bill will:\n\n\xe2\x86\x97 Stretch forgiveness of PPP loans to 24 weeks\n\xf0\x9f\x92\xb5Increase nonpayroll expenses \n\xf0\x9f\x93\x85Extend the program through December\n5\xef\xb8\x8f\xe2\x83\xa3 Extend loan terms to 5 years\n\xf0\x9f\x91\x8dEnsure full access to payroll tax deferment for businesses that take PPP loans. \n\n#FamiliesFirst',FamiliesFirst,1,2020,D
9,"b""To our nation's heroes who have earned the Purple Heart, we are forever grateful for your courage and sacrifice. #PurpleHeartDay https://t.co/3VQvpNU4AA""",PurpleHeartDay,2,2018,R
61,"b""The #TrumpShutdown isn't only harming government employees; it's affecting passenger safety at @DENAirport and airports across America. #EndTheShutdown https://t.co/I7VkAB3y8v""",TrumpShutdown EndTheShutdown,13,2019,D
84,"b""I've filed an amendment to give DC's mayor local authority over DC's National Guard, the same authority enjoyed by governors of states and territories. DC's mayor has the best knowledge about when to deploy the Guard for local purposes, such as natural disasters. #FreeandEqualDC""",FreeandEqualDC,19,2018,D
4,b'Stop by my #MobileOffice in Russellville tomorrow if my staff can help you! https://t.co/YQirTQUgSY https://t.co/DUk4NR2e9i',MobileOffice,1,2018,R
2,"b""Good luck to @cleburnehigh's Jack, Darrell, Jordan and Andrew in Atlanta this week! #TX25 is rooting for you\n\n@ctrnews \nhttps://t.co/2oTb9zc0Nb""",TX25,2,2018,R
12,"b'Even in a public health crisis, Mitch McConnell is sticking with his playbook of delaying critical legislation that would help American families.\n\nHouse Democrats, House Republicans and the Trump Admin. have already agreed on a deal to put #FamiliesFirst. We need action now. https://t.co/K7gIYBUSMS'",FamiliesFirst,9,2020,D
4,b'#NorwoodDay is always a fun annual event. https://t.co/swEi0Bhnet',NorwoodDay,1,2016,D
88,"b""Montana's ranchers shouldn't have to risk their livelihoods every time they head to the auction block. That's why I\xe2\x80\x99ve introduced the SALE Act to ensure Montana ranchers aren't left empty-handed if their buyers fail to make a timely payment. #mtpol https://t.co/bqtvGGIhds""",mtpol,28,2018,D
49,"b""The US was built by immigrants in search of a better life. In the IE, over 67K entrepreneurs contribute to the fabric of our communities, the workforce, &amp; the economy. This #ImmigrantHeritageMonth, let's embrace the diversity that enriches our country. #CelebrateImmigrants https://t.co/rUHIDgFMKK""",ImmigrantHeritageMonth CelebrateImmigrants,20,2019,D
3,b'Meeting with @Nature_DCMDVA. We must pass on #cleanair #cleanwater &amp; #cleansoil to the next generation of Americans. http://t.co/bDbRiKdLDo',cleanair cleanwater cleansoil,2,2014,R
57,"b'The @SBAgov #PPP has helped thousands of small businesses since the start of #COVID19. This program has supported over 50 million jobs nationwide, and approved more than 4.8 million loans for those facing financial hardships due to forced closures. \xe2\xac\x87\xef\xb8\x8f https://t.co/ziMvod1ZdG'",PPP COVID19,21,,R
3,b'Payne Joins Proposal for @OfficialCBC Gun Violence Task Force\n\nhttp://t.co/KXlJRYuAzr #stopgunviolence JCTC',stopgunviolence,4,2015,D
1,b'Proud to support the Violence Against Women Act. #VAWA ensures victims of domestic and sexual violence receive important protection',VAWA,10,2013,D
8,"b'Thank you to @CVSHealth for helping us address the unprecedented #COVID19 crisis head-on with expanded testing in Gaithersburg, Frederick, and Hagerstown. You can find drive-thru test locations here: https://t.co/ro0dI3riv3'",COVID19,3,2020,D
6,"b'American abolitionist Harriet Tubman and other Black activists are honored in the award-winning play, \xe2\x80\x9cBlack Women Walking\xe2\x80\x9d. Catch the play at the New School for the Arts &amp; Academics in Tempe, Feb. 6-8. #BlackHistoryMonth https://t.co/NtBEaHaES2'",BlackHistoryMonth,0,2020,D
2900,"b'This past month, we celebrated the 1 year anniversary of #WGDP.  Countries are more stable &amp; prosperous when a woman is empowered &amp; an active participant in her community, economy &amp; society. #InternationalWomensDay https://t.co/cLJBLRYzem'",WGDP InternationalWomensDay,400,2020,R
167,"b""When will my colleagues on the other side of the aisle give up the toddler argument that we shouldn't take action to address the greatest threat facing humankind? With the stakes this high - there is NO EXCUSE for inaction. #ClimateActionNow https://t.co/1OFm9eoNIO""",ClimateActionNow,42,2019,D
0,"b'In reference to health care law -""There\'s already 13,000 pages of regulations, and they\'re not even done yet"" http://t.co/Q9twkqM9  #tcot'",tcot,5,2012,R
1,b'Felicidades al @SenadoMexicano &amp; @MX_Diputados por aprobar las leyes secundarias de la #ReformaEnerg\xc3\xa9tica',ReformaEnergética,1,2014,D
5,b'Preventing an unauthorized user of a firearm could go a long way in preventing gun deaths. #SmartGuns \xe2\x86\x92 https://t.co/YSVy5aN9Lm',SmartGuns,1,2016,D
0,"b'Today, @RepJeffMiller &amp; I introduced a bill that provides certainty for American taxpayers http://t.co/XBLlqIbLlt #taxreform #fairness #wa04'",taxreform fairness wa04,2,2013,R
0,"b""The fact about recent college grads: 50% are un/underemployed on @BarackObama's watch. The House has a plan #4jobs. http://t.co/F8NNLyxB""",4jobs,1,2012,R
17,b'Thank you to the #Holton Community Hospital for inviting me to participate in the Northeast Kansas Community Hospital roundtable discussion. It is always a success when community leaders from our area hospitals can get together to make a difference. \n\n#KS02 #ksleg https://t.co/BxHHlLZePq',Holton KS02 ksleg,2,2019,R
12,b'ICYMI: These opportunity zones that I advocated for incentivize investments and create new jobs in targeted parts of our community. This $250 million project in Ralston and another $300 million investment in North Omaha greatly benefit #NE02.\nhttps://t.co/iNSH4NUdfC',NE02,4,,R
26,"b'I was deeply saddened to learn that one of our own, US Army Sgt. La-David Johnson, died in Niger last week combatting #BokoHaram. RIP'",BokoHaram,8,2017,D
11,"b'Over the past two weeks at home, I spoke with people at:\n\n\xf0\x9f\x8f\xa1retirement communities\n\xf0\x9f\x93\xa2town halls\n\xf0\x9f\x8d\x8eand at their doorsteps delivering food for @mealsonwheels \n\nThroughout these conversations, one thing was clear: we need to lower the cost of prescription drugs. #LowerDrugCosts https://t.co/BcgppUxdTw'",LowerDrugCosts,3,2019,D
0,b'At Port Manatee this morning talking free trade deals and jobs!  #4jobs',4jobs,0,2011,R
2,b'I will join other @Senate_GOPs on the floor to offer remarks about Idahoans losing their health insurance coverage because of #Obamacare.',Obamacare,2,2013,R
63,"b""Today, I spoke out against the poison meal called #TrumpCare.  It's a diet America can ill afford #NoTrumpCare\nhttps://t.co/r8u9YHgTIp""",TrumpCare NoTrumpCare,27,2017,D
0,b'Tune in to 1110 KFAB today at 5pm.  I will be on the Crash Davis show discussing the #budget and #debt ceiling.',budget debt,2,2013,R
27,"b'On #HolocaustRemembranceDay, #WeRemember the millions of lives lost in this horrific chapter of history.\n \nWe must listen to the stories of survivors. Because only by remembering can we prevent something like this from happening again.\n \nhttps://t.co/T6KEQ0raOK'",HolocaustRemembranceDay WeRemember,6,2020,D
8,"b'Under cover of night, @GovRonDeSantis &amp; @AGMoody added FL to a lawsuit to strike down the #ACA. Amid a health crisis, this cruel effort would strip protections from 130M Americans\xe2\x80\x94including 8M Floridians\xe2\x80\x94w/ pre-existing conditions &amp; eliminate coverage entirely for millions more. https://t.co/1R1UHqpsxm'",ACA,12,2020,D
2,"b'Another day in session, another day @HouseDemocrats ask for action to protect our homeland manufacturers. https://t.co/wc8JJm5k3S #ExIm4Jobs'",ExIm4Jobs,5,2015,D
1642,"b""Join me this Sunday for #NowThisNEXT, a live virtual event with @nowthisnews &amp; @vitalvoices celebrating incredible women reimagining the future. I'll be speaking with @jamiraburley about the role each of us can play in making change. https://t.co/AxORB9PskI""",NowThisNEXT,405,,D
0,b'Very glad to see that the President has signed the Violence Against Women Act Reauthorization: http://t.co/S7Qh1a2PpE #vawa #ca31 #Congress',vawa ca31 Congress,0,2013,R
46,"b""Gary Locke\xe2\x80\x94former Washington state governor, Secretary of Commerce, and Ambassador to China\xe2\x80\x94was a great public servant who I had the pleasure of working with when I served as a state Senator. I'm grateful for his many contributions to Washington state and the country. #APAHM https://t.co/ZdNMzFElQF""",APAHM,8,2019,D
14,b'Hey #TX21 small businesses! Do you have questions about the Paycheck Protection Program (PPP)? What about Small Business Administration Loan Forgiveness? Having trouble finding an approved lender? \n\nPlease check out this link for those answers + more: \n\nhttps://t.co/MdQrCvuU95',TX21,13,2020,R
1705,"b""Let me get this straight, after running a closed-door process for weeks &amp; selectively leaking info that fits their impeach-at-all-costs narrative, now Dems expect us to vote to legitimize their #ParodyImpeachment? Give me a break.\n\nThere's no salvaging this tainted process. https://t.co/R2OgKSZuod""",ParodyImpeachment,631,2019,R
8,"b""Enjoyed touring the @DaVita facility in Champaign &amp; meeting Sheila. I'm proud to support and cosponsor the #DialysisPatientsAct in Congress. https://t.co/bGPKomWI5x""",DialysisPatientsAct,3,2016,R
13,b'Important info especially for #SunsetPark  here. \xe2\xac\x87\xef\xb8\x8f https://t.co/8XP4qGwWsu',SunsetPark,7,2020,D
2,b'Talking with @AlexWitt around 9:25 am PST/12:25 pm EST about #ISIL &amp; the most recent barbaric beheading of a British aid worker in #Syria',ISIL Syria,3,2014,D
